"Department","Department Name","Division","Gender","Base Salary","2024 Overtime Pay","2024 Longevity Pay","Grade"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$87,523","$0","$2,701.48","16"
"DOT","Department of Transportation","DOT 50 Parking Management Parking Operations","M","$130,181","$0","$8,166.53","N25"
"OLO","Office of Legislative Oversight","OLO 03 Legislative Oversight Staff","M","$194,980","$0","$0","M2"
"POL","Department of Police","POL 47 PSB 2nd District Patrol","M","$87,523","$0","$5,178.77","16"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$119,032","$0","$3,814.28","N23"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$95,458","$0","$5,620.97","18"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$168,723.44","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","M","$194,980","$0","$0","M2"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$87,523","$0","$8,370.23","16"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$104,197","$0","$6,526.96","20"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$95,458","$0","$7,832.48","18"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$130,181","$0","$8,166.53","N25"
"DOT","Department of Transportation","DOT 50 Director Transportation Policy","M","$217,359","$0","$0","M1"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OSP Employee Productivity Services","F","$149,112","$0","$4,602.26","N28"
"OHR","Office of Human Resources","OHR 33 Recruitment and Selection","F","$130,181","$0","$4,017.99","N25"
"PRO","Office of Procurement","PRO 35 Procurement Operations Section","F","$130,181","$0","$12,449.85","25"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$87,523","$2,646.72","$8,370.23","16"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$104,197","$3,396.39","$7,756.21","20"
"HCA","Department of Housing and Community Affairs","HCA 76 Community Development Neighborhood Revitalization","F","$130,181","$0","$12,449.85","25"
"COR","Correction and Rehabilitation","COR 42 PTS Assessment","F","$136,188","$0","$8,543.3","N26"
"DEP","Department of Environmental Protection","DEP 80 Energy, Climate and Compliance Division","M","$194,980","$0","$0","M2"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OBP OBP Digital Equity (GF)","F","$194,980","$0","$0","M2"
"DGS","Department of General Services","DGS 36 Facilities Major Programs","M","$119,032","$47,616.86","$7,467.13","N23"
"HCA","Department of Housing and Community Affairs","HCA 76 Information Technology","F","$163,363","$0","$0","N30"
"DOT","Department of Transportation","DOT 50 Parking Management Engineering and Capital Project Management","M","$99,719","$2,522.9","$1,214.34","19"
"DOT","Department of Transportation","DOT 50 Traffic Engineering and Operations Management Services","F","$169,555","$0","$0","M3"
"DGS","Department of General Services","DGS 36 Planning and Development","F","$194,980","$0","$0","M2"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","M","$192,488.84","$0","$0","M2"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$119,032","$0","$11,383.55","23"
"DEP","Department of Environmental Protection","DEP 80 Administration and Operations","F","$87,523","$64.59","$8,370.23","16"
"DEP","Department of Environmental Protection","DEP 80 Recycling and Refuse Services","M","$130,181","$0","$8,166.53","N25"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","M","$130,181","$0","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$130,181","$0","$8,166.53","N25"
"POL","Department of Police","POL 47 MSB Management and Budget Division","F","$130,181","$0","$8,166.53","25"
"FIN","Department of Finance","FIN 32 Tax Operations","M","$108,899","$2,047.95","$9,205.07","21"
"FIN","Department of Finance","FIN 32 Tax Operations","F","$130,181","$0","$0","N25"
"CUS","Community Use of Public Facilities","CUS 70 Core Services Team","F","$108,899","$361.41","$10,414.6","21"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$113,837","$0","$6,462.75","N22"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$76,986","$0","$4,829.55","13"
"FIN","Department of Finance","FIN 32 Tax Operations","F","$87,523","$0","$5,490.56","16"
"ORE","Office of Racial Equity and Social Justice","ORE 25 Director's Office","F","$123,906.23","$0","$0","N25"
"DEP","Department of Environmental Protection","DEP 80 Recycling and Refuse Services","M","$159,596.07","$0","$6,880.68","M3"
"DHS","Office of Emergency Management and Homeland Security","DHS 49 Director's Office","F","$130,181","$0","$8,166.53","N25"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$87,523","$0","$8,370.23","16"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","F","$125,858.39","$0","$0","N25"
"DEP","Department of Environmental Protection","DEP 80 Administration and Operations","F","$119,032","$0","$7,467.13","23"
"FRS","Fire and Rescue Services","FRS 45 Training","F","$87,523","$0","$8,370.23","16"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$81,674.25","$0","$10,158.99","21"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 ODT Security and System Admin","M","$169,555","$0","$0","M3"
"FRS","Fire and Rescue Services","FRS 45 Support Services Division","F","$87,523","$0","$5,490.56","16"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$91,392","$616.24","$0","N17"
"CEC","Community Engagement Cluster","CEC 16 Business Management","F","$95,458","$0","$0","N18"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","M","$149,708.01","$0","$0","M3"
"FIN","Department of Finance","FIN 32 General Accounting","F","$119,032","$0","$3,673.91","23"
"DGS","Department of General Services","DGS 36 Property Management","M","$124,464","$42,607.27","$0","N24"
"REC","Department of Recreation","REC 72 Facilities Division","F","$119,032","$0","$0","N23"
"LIB","Department of Public Libraries","LIB 71 Business Office","F","$130,181","$0","$8,166.53","N25"
"HCA","Department of Housing and Community Affairs","HCA 76 Grants Management","M","$130,181","$0","$8,166.53","25"
"REC","Department of Recreation","REC 72 Business Services","F","$119,032","$12,919.43","$5,023.48","N23"
"DEP","Department of Environmental Protection","DEP 80 Design and Construction","M","$119,032","$0","$11,383.55","23"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$136,188","$0","$13,024.23","26"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$87,523","$0","$8,370.23","16"
"FIN","Department of Finance","FIN 32 Tax Operations","F","$119,032","$415.96","$7,467.13","23"
"DGS","Department of General Services","DGS 36 Facilities Major Programs","M","$142,495","$0","$8,938.92","27"
"LIB","Department of Public Libraries","LIB 71 Human Resources and Staff Development","M","$130,181","$0","$0","N25"
"OLO","Office of Legislative Oversight","OLO 03 Legislative Oversight Staff","M","$193,628.27","$0","$0","M2"
"OMB","Office of Management and Budget","OMB 31 Office of Management and Budget","F","$149,112","$0","$0","N28"
"DOT","Department of Transportation","DOT 50 Traffic Engineering Studies Section","M","$108,899","$0","$10,414.6","21"
"CEX","Offices of the County Executive","CEX 15 Business Advancement Team","F","$119,032","$0","$3,827.54","N23"
"DOT","Department of Transportation","DOT 50 Director Management Services","F","$166,463.18","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$76,986","$169.92","$4,829.55","13"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$108,899","$0","$6,115.34","21"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$91,392","$0","$5,733.27","N17"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$130,181","$2,215.56","$12,449.85","25"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$98,488.43","$0","$0","20"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","M","$169,555","$0","$0","M3"
"LIB","Department of Public Libraries","LIB 71 Collection Management","F","$43,761.92","$0","$2,745.35","16"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$149,112","$0","$9,354.05","N28"
"COR","Correction and Rehabilitation","COR 42 MSD Fiscal Services","F","$87,523","$0","$5,490.56","16"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply Section","F","$169,555","$0","$0","M3"
"LIB","Department of Public Libraries","LIB 71 Human Resources and Staff Development","F","$108,899","$0","$0","N21"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OSP Employee Productivity Services","M","$194,980","$0","$0","M2"
"PRO","Office of Procurement","PRO 35 Procurement Operations Section","M","$169,555","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 Office of Community Affairs Division","F","$127,509.43","$0","$6,957.79","N25"
"DOT","Department of Transportation","DOT 50 Transit Management Services","F","$194,980","$0","$0","M2"
"DGS","Department of General Services","DGS 36 Building Design and Construction","F","$149,112","$0","$4,602.26","N28"
"DEP","Department of Environmental Protection","DEP 80 Intergovernmental Affairs","M","$181,149","$0","$0","M2"
"DPS","Department of Permitting Services","DPS 75 Zoning Review","M","$108,899","$0","$1,586.68","21"
"DGS","Department of General Services","DGS 36 Building Design and Construction","M","$142,495","$0","$8,938.92","27"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","M","$87,523","$0","$856.44","16"
"HCA","Department of Housing and Community Affairs","HCA 76 Multi-Family Housing Program","M","$169,555","$0","$0","M3"
"DEP","Department of Environmental Protection","DEP 80 Resource Conversion","M","$169,555","$0","$0","M3"
"CEX","Offices of the County Executive","CEX 15 Business Advancement Team","F","$125,093.83","$0","$0","N25"
"DGS","Department of General Services","DGS 36 Building Design and Construction","M","$164,023.37","$0","$0","M3"
"DPS","Department of Permitting Services","DPS 75 Customer Support and Outreach Division","F","$194,980","$0","$0","M2"
"HCA","Department of Housing and Community Affairs","HCA 76 Grants Management","F","$163,871.33","$0","$0","M3"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OBP Telecommunications Solutions","M","$194,980","$0","$0","M2"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$159,702.33","$3,448.41","$4,179.27","M3"
"POL","Department of Police","POL 47 HQ Office of the Chief","F","$95,458","$0","$5,988.2","N18"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OMC MC311 Call Center","F","$76,986","$41.15","$2,376.18","13"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$194,980","$0","$0","M2"
"LIB","Department of Public Libraries","LIB 71 Business Office","F","$87,523","$0","$8,370.23","16"
"DGS","Department of General Services","DGS 36 Contracting and Accounts Payable","F","$119,032","$0","$1,734.28","23"
"HHS","Department of Health and Human Services","HHS 60 Office of Community Affairs Division","F","$119,032","$0","$3,673.91","23"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$108,899","$0","$6,831.44","N21"
"DEP","Department of Environmental Protection","DEP 80 Administration and Operations","M","$169,555","$0","$0","M3"
"FRS","Fire and Rescue Services","FRS 45 Fiscal Management Division","M","$194,980","$0","$0","M2"
"DGS","Department of General Services","DGS 36 Fleet Management Services","M","$87,523","$11,357.28","$5,490.56","16"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OBP Voice Services","M","$104,197","$24,094.34","$9,964.8","20"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 ODT Data Innovation Team","F","$149,112","$0","$0","N28"
"BOE","Board of Elections","BOE 24 Registration Services","F","$108,899","$39,043.26","$10,414.6","21"
"HHS","Department of Health and Human Services","HHS 60 Chief Operating Officer Division","F","$130,181","$0","$4,017.99","N25"
